stocks,weights
000932.SZ,0.0001899340263414866
000933.SZ,7.803762768192907e-05
000935.SZ,0.0002656002089125985
000937.SZ,0.0010640245860283819
000938.SZ,1.5350818651659196e-07
000948.SZ,0.00014752398096774542
000949.SZ,1.762038684930586e-06
000950.SZ,0.00018886506321281853
000951.SZ,0.00040931020296202124
000952.SZ,0.0006989102596640562
000955.SZ,0.0006653984742311806
000957.SZ,6.720177693674385e-08
000958.SZ,6.73433261039744e-07
000959.SZ,1.0731501454170849e-07
000960.SZ,3.678509284512677e-08
000963.SZ,0.00019622848441094523
000965.SZ,7.238177436570761e-07
000966.SZ,4.7204160188159006e-07
000967.SZ,1.2551657082480234e-08
000968.SZ,9.604797769609047e-07
000969.SZ,0.0005026717361121883
000970.SZ,4.6209443873417844e-07
000972.SZ,1.1780910952299533e-06
000973.SZ,4.636720072181002e-07
000975.SZ,0.0005922770770464012
000977.SZ,8.719624055200435e-06
000978.SZ,6.008514612899156e-07
000980.SZ,0.0003221191665693451
000981.SZ,2.6780448493784717e-06
000983.SZ,0.0003614409301959346
000987.SZ,1.1201187629863144e-07
000988.SZ,1.0474780246958996e-06
000990.SZ,0.000227175408364672
000993.SZ,0.0003259875333765405
000995.SZ,7.450488048695701e-07
000997.SZ,0.0008748667405647411
000998.SZ,8.663233016094799e-05
000999.SZ,8.943263319530091e-05
001201.SZ,0.0010069341626597536
001202.SZ,0.00019235810534533933
001203.SZ,8.297874884028857e-05
001205.SZ,0.00011211650060426194
001206.SZ,2.953393815067204e-07
001208.SZ,0.00018920769995224045
001209.SZ,0.0001943279602684355
001210.SZ,0.0002125431094272819
001211.SZ,0.0005051827766984413
001212.SZ,0.0005622898945643882
001213.SZ,9.063231879551523e-08
001215.SZ,2.9057364428557454e-07
001216.SZ,0.0002096097872338741
001218.SZ,8.885474437666939e-08
001228.SZ,1.4030122362020301e-06
001234.SZ,0.0011216880489666177
001266.SZ,2.6035187827380434e-08
001267.SZ,9.905408659702121e-05
001288.SZ,4.895418975382956e-05
001289.SZ,0.0019750895442235115
001296.SZ,0.0015041461891643873
001308.SZ,0.0005816241302073047
001313.SZ,0.0009152691996280198
001317.SZ,0.0008220161025287885
001319.SZ,4.2786893235866024e-07
001696.SZ,0.0014746027085498802
001872.SZ,1.565590280822546e-07
001896.SZ,6.852707447040296e-06
001914.SZ,2.385222137146582e-07
001965.SZ,0.0008343820005369983
001979.SZ,8.132511079407962e-08
002001.SZ,7.913789775392596e-08
002003.SZ,1.172355491568941e-05
002004.SZ,1.0262030189616578e-07
002006.SZ,8.948888533739394e-05
002007.SZ,5.644148713009884e-07
002008.SZ,4.761766512864634e-07
002009.SZ,0.00016552562352407013
002010.SZ,1.6496685639435266e-07
002011.SZ,2.5179155991864355e-07
002012.SZ,4.488409167897375e-06
002014.SZ,1.9647772748606073e-07
002015.SZ,7.772569498262349e-08
002016.SZ,0.00011581278308438218
002017.SZ,0.00021345331607774926
002019.SZ,7.062676515239462e-08
002020.SZ,1.0882102493055009e-06
002022.SZ,6.404637556866532e-05
002023.SZ,0.0002793634615302287
002025.SZ,1.2412297570717436e-07
002026.SZ,2.3619033924215554e-08
002027.SZ,0.0012647865317536942
002028.SZ,0.0005358224609976029
002029.SZ,0.00047668948235635286
002030.SZ,0.0003185865356628856
002031.SZ,0.00018074033585781306
002032.SZ,0.0008716071980203484
002033.SZ,1.2002934242292078e-06
002034.SZ,4.832557218783406e-05
002035.SZ,0.0007122487500092834
002036.SZ,0.00035383705816558153
002037.SZ,9.550050219065596e-08
002039.SZ,4.497814538202116e-07
002040.SZ,4.4990751032475556e-07
002042.SZ,2.3591752678895027e-07
002043.SZ,1.763393030679763e-07
002044.SZ,0.0004033736500093512
002045.SZ,4.773823345911216e-08
002046.SZ,0.00011506432530549964
002047.SZ,1.782276232083382e-05
002048.SZ,2.9484268576604777e-07
002049.SZ,0.0005402265253728783
002050.SZ,0.00015097832323577866
002051.SZ,2.9728252061951027e-07
002053.SZ,0.0003022651626333692
002054.SZ,1.0853382908102918e-06
002055.SZ,9.153904641467949e-08
002056.SZ,4.709879204662727e-07
002057.SZ,0.0005117519623027187
002058.SZ,0.0005641034228720213
002059.SZ,4.205133322796524e-07
002060.SZ,0.00020542289780051422
002061.SZ,4.527807991218645e-07
002062.SZ,0.00015485165807808883
002063.SZ,0.0004433373960033508
002064.SZ,1.24462499021062e-07
002065.SZ,0.0008648880768689416
002066.SZ,0.0002482609978358546
002067.SZ,5.5748790781860595e-08
002068.SZ,0.0003675257904129674
002072.SZ,0.0014273145500774721
002073.SZ,2.071628911248909e-06
002074.SZ,1.7810828627050204e-07
002075.SZ,0.0002887523827769426
002076.SZ,0.0003119129269354584
002077.SZ,0.00016170998861075986
002078.SZ,6.700580010840304e-07
002079.SZ,0.0006247607461305691
002080.SZ,0.0014801557165737963
002081.SZ,1.663113011388046e-05
002082.SZ,8.661042553603106e-07
002083.SZ,3.527524775964556e-07
002084.SZ,2.917363268153501e-07
002085.SZ,0.0008373879630625626
002088.SZ,0.0002580855772451564
002090.SZ,0.00012098238658958855
002091.SZ,0.00011895784363718993
002093.SZ,0.0005817986338109655
002094.SZ,6.330205983407759e-05
002095.SZ,0.00022510578740898775
002096.SZ,0.0005511090285852317
002097.SZ,1.192806791724598e-07
002098.SZ,0.0002077707345808245
002099.SZ,0.001145977576514654
002100.SZ,0.00018665548336726083
002101.SZ,3.318200491927645e-07
002102.SZ,2.3264430972674648e-05
002103.SZ,0.0002926001285245687
002104.SZ,0.00013602294042750583
002105.SZ,1.2239760719539106e-07
002106.SZ,0.0008932946228954055
002107.SZ,4.798728623763423e-07
002108.SZ,4.0276323477569125e-07
002109.SZ,9.79813024664956e-05
002110.SZ,0.00028156432466474153
002111.SZ,1.5238324373243002e-05
002112.SZ,3.0201579821139947e-07
002114.SZ,2.7218794504780264e-07
002115.SZ,0.0008006036389303094
002116.SZ,1.3228167875080763e-06
002117.SZ,4.781377154215309e-07
002119.SZ,2.2506496818393637e-08
002120.SZ,3.103348273723581e-08
002121.SZ,0.00019714895161720793
002122.SZ,0.00030774084009737115
002123.SZ,0.0021843915093058153
002124.SZ,1.357396665241678e-06
002125.SZ,0.0002950988193221343
002126.SZ,4.906444028773078e-07
002127.SZ,2.6818824826234447e-08
002128.SZ,0.0002683865412985742
002129.SZ,1.1832201419857802e-07
002130.SZ,1.2175621699913033e-06
002131.SZ,4.6744133454792627e-07
002132.SZ,5.239162556973403e-07
002133.SZ,3.452463731634566e-07
002134.SZ,3.7818765990872605e-08
002135.SZ,3.532229305356643e-07
002136.SZ,6.356649169998068e-07
002137.SZ,0.0002954859563668598
002138.SZ,4.417501014851463e-06
002139.SZ,8.562362619365837e-05
002140.SZ,4.2414818219116055e-05
002141.SZ,8.895197578438627e-08
002144.SZ,1.2838653124001774e-06
002145.SZ,0.00011747460671324062
002146.SZ,0.00019724401758521845
002148.SZ,1.0836606610366431e-05
002149.SZ,9.075167237226574e-07
002150.SZ,9.752955215899377e-07
002151.SZ,5.585850866112818e-07
002152.SZ,0.0009000901760435293
002153.SZ,0.0009624288651798612
002154.SZ,0.001265183760640833
002155.SZ,2.9825832776460096e-07
002156.SZ,0.0008819517071015906
002158.SZ,0.00015388957112947806
002159.SZ,0.0003741343221939026
002160.SZ,1.6125115303150499e-07
002161.SZ,9.531938688438007e-06
002162.SZ,0.0001596745131213278
002163.SZ,0.0001068643900964595
002164.SZ,0.00031091223647017183
002165.SZ,1.1810947121882341e-06
002166.SZ,9.747364665918163e-06
002167.SZ,0.0005703925557372291
002168.SZ,1.723350001568295e-07
002169.SZ,4.407435694792205e-05
002170.SZ,3.8699181995934765e-05
002171.SZ,5.594916966800688e-07
002172.SZ,0.00013379155076845414
002173.SZ,0.0002426915612667727
002174.SZ,0.0004714671815995735
002175.SZ,0.00022281987396278837
002176.SZ,0.0003564199192982046
002178.SZ,5.743718333810043e-07
002179.SZ,1.2452904334404206e-07
002180.SZ,0.0003081752665293348
002181.SZ,3.6454799124268156e-05
002182.SZ,0.0007247617824358234
002183.SZ,0.00011083454449360094
002184.SZ,0.0001382368334903257
002185.SZ,2.5934814748173007e-05
002186.SZ,4.153952433670312e-05
002187.SZ,4.777761368186507e-07
002188.SZ,8.563553157815663e-07
002189.SZ,0.0007254384827627106
002190.SZ,0.0003428139098625777
002191.SZ,0.0009388051962712221
002192.SZ,3.0401459381196945e-07
002193.SZ,0.0004986692312215653
002194.SZ,3.9124550733346927e-07
002195.SZ,0.0008705721408567251
002196.SZ,0.00010833597038706599
002199.SZ,1.1100386927889349e-07
002201.SZ,3.1758714318773765e-05
002202.SZ,8.2791551927703e-08
002203.SZ,0.00019846415868566745
002204.SZ,0.0010469269990823393
002205.SZ,0.00027539259722374687
002206.SZ,4.359555129593514e-06
002208.SZ,1.554508916701266e-06
002209.SZ,1.5416972734916575e-05
002210.SZ,5.409121498685439e-08
002211.SZ,0.0006469749182624177
002212.SZ,2.377004597686693e-07
002213.SZ,0.0003865189474181874
002214.SZ,4.631242379897e-07
002215.SZ,7.574634002919203e-07
002216.SZ,3.9019608055925e-07
002217.SZ,1.8191063459259104e-07
002218.SZ,2.9182981543066046e-07
002219.SZ,0.0002961330678609355
002221.SZ,2.178054177761793e-08
002222.SZ,0.00012708828932218318
002223.SZ,0.0008099843421769018
002224.SZ,0.001171688187702104
002225.SZ,0.0009458235008092828
002226.SZ,5.573157061907275e-07
002227.SZ,7.555640279327654e-05
002228.SZ,9.184642094739117e-08
002229.SZ,0.00019511257779577433
002230.SZ,0.0004101467267845975
002231.SZ,0.0002501695447496674
002232.SZ,0.0001789203998754756
002233.SZ,1.8018327445770228e-07
002234.SZ,0.0004135462552082322
002235.SZ,0.00020087320573724236
002236.SZ,0.0004901709792331082
002237.SZ,1.9417926100997734e-07
002238.SZ,0.00030444905450375886
002239.SZ,5.807027777676077e-07
002240.SZ,3.362588133597893e-07
002241.SZ,1.3221214212433134e-07
002242.SZ,8.831067894739318e-07
002243.SZ,1.6952473619769458e-06
002244.SZ,6.714590589907589e-08
002245.SZ,5.565453522297185e-07
002246.SZ,0.0003882331534051351
002247.SZ,6.28473864858288e-07
002248.SZ,4.49486937967889e-08
002249.SZ,0.0001998609092354101
002250.SZ,8.679214730014887e-08
002252.SZ,0.0004586489437489432
002253.SZ,0.00042840824156140117
002254.SZ,0.000615945075776117
002255.SZ,0.0002656921815518599
002256.SZ,0.0003410159026582783
002258.SZ,1.5822214396193528e-07
002261.SZ,0.0006899263048980773
002262.SZ,4.201532691209803e-08
002264.SZ,0.0006145549855519341
002265.SZ,4.1378360333453125e-07
002266.SZ,1.0210572063758493e-06
002267.SZ,7.977793779009372e-07
002268.SZ,4.835383707422807e-07
002269.SZ,1.4550380189032525e-07
002270.SZ,8.134515192154578e-06
002271.SZ,0.0004725545803720619
002272.SZ,0.00022992325271254036
002273.SZ,7.13972379838236e-08
002274.SZ,2.1620441398225837e-06
002275.SZ,9.277195389641532e-06
002276.SZ,4.903059685360559e-06
002277.SZ,2.356897382848119e-07
002278.SZ,0.0001967504143604391
002279.SZ,4.5228653710300633e-08
002281.SZ,0.0008620828317393739
002282.SZ,0.0003816948911131149
002283.SZ,3.19806909913228e-07
002284.SZ,0.00031244946369131106
002285.SZ,0.00022813850611171934
002286.SZ,1.1824934572560381e-07
002287.SZ,0.00023053342297769982
002290.SZ,0.0003362694397078248
002291.SZ,0.00023916104464377739
002292.SZ,2.840726019145859e-06
002293.SZ,4.4474619255557705e-06
002294.SZ,8.869180225703137e-08
002295.SZ,0.0005496918662253929
002296.SZ,0.0006081866292681163
002298.SZ,0.00043588038338207894
002299.SZ,0.0007365129952047398
002300.SZ,0.00032288077168518597
002301.SZ,1.5733320383273319e-06
002302.SZ,3.0758080320202763e-07
002303.SZ,0.00012128717034706449
002304.SZ,0.0001419282440251295
002305.SZ,6.938363053154315e-07
002306.SZ,0.00023516406951484215
002307.SZ,6.915159040801283e-05
002311.SZ,0.0008695204194247319
002312.SZ,6.079573864584135e-08
002313.SZ,0.0005399587576922864
002314.SZ,1.3202819306930475e-07
002315.SZ,0.0006692621001742231
002316.SZ,0.00015182378390138498
002317.SZ,0.00012664957947994325
002318.SZ,1.577423158081414e-06
002319.SZ,0.00038051715562839567
002320.SZ,0.0004949115913639327
002322.SZ,4.282145943753435e-06
002323.SZ,1.0638076579695559e-06
002324.SZ,0.00017279948845688807
002326.SZ,0.00014408273765732993
002327.SZ,0.001468314285935069
002328.SZ,1.9151256196624615e-06
002329.SZ,5.448078716039905e-07
002330.SZ,5.920173938429829e-07
002331.SZ,9.411934421288375e-08
002332.SZ,0.0001711828879973895
002333.SZ,0.0001162792153398781
002334.SZ,4.1496289230066113e-07
002335.SZ,0.0006824883551812658
002337.SZ,0.00018023149156678808
002338.SZ,1.032758775914416e-06
002339.SZ,1.1883142039293335e-06
002340.SZ,4.27615248495598e-07
002342.SZ,1.8956650432102751e-06
002343.SZ,0.0008651109673260186
002344.SZ,1.5225507464853148e-06
002345.SZ,0.0005990482221664811
002347.SZ,0.0005636605771240323
002348.SZ,8.567381466876633e-05
002349.SZ,6.071991798689414e-06
002350.SZ,3.063970977580137e-08
002351.SZ,9.434823770660422e-07
002352.SZ,4.086028686384027e-07
002353.SZ,0.0001026188669839837
002354.SZ,0.0004998993729346517
002355.SZ,3.081626809381858e-08
002356.SZ,0.00018743184145408518
002357.SZ,4.31694431288274e-07
002358.SZ,1.6023864341249166e-07
002360.SZ,5.397471759542383e-07
002361.SZ,3.207778278872772e-05
002362.SZ,0.00029116346118488254
002363.SZ,2.0765366076269644e-07
002364.SZ,1.3454169898059563e-06
002366.SZ,0.00030376749109751105
002368.SZ,0.0005278202969970433
002369.SZ,0.00047059261915488213
002370.SZ,0.00016759324779657404
002371.SZ,0.0004715610515983688
002372.SZ,2.8818246511014327e-07
002373.SZ,0.0018444794955674393
002374.SZ,0.000725093243839944
002375.SZ,0.0008662845096563056
002376.SZ,0.00021416620043716378
002377.SZ,0.0003260132863108819
002378.SZ,0.0007530170730934291
002379.SZ,0.00036059473827700756
002380.SZ,6.168870216068436e-07
002381.SZ,0.00048195704367410354
002382.SZ,1.1302366847600823e-06
002383.SZ,0.00028029661105366744
002384.SZ,2.443602469972408e-08
002385.SZ,0.00018302409735669988
002386.SZ,3.482746403553396e-07
002387.SZ,3.913963672071566e-07
002388.SZ,0.0004349291092910695
002389.SZ,0.0003535973452168034
002390.SZ,0.0007189338290846506
002391.SZ,7.605012950071899e-08
002392.SZ,1.5881431841075388e-07
002393.SZ,0.0008209756444354032
002394.SZ,8.547355761974133e-05
002395.SZ,1.4660627444032015e-05
002396.SZ,0.000593170930439624
002397.SZ,2.1054724858276405e-07
002398.SZ,0.00043804390719389037
002399.SZ,0.0003582873983045864
002400.SZ,2.3948884297116e-07
002401.SZ,0.00011767119042823063
002402.SZ,8.64078078087715e-07
002403.SZ,0.0002064955456625338
002404.SZ,7.920935963155739e-07
002405.SZ,3.1055905626261257e-07
002407.SZ,0.0006825008559163715
002408.SZ,4.2091919163285624e-07
002409.SZ,6.508502361382149e-07
002410.SZ,0.0007628666153992191
002413.SZ,2.0233361768766391e-07
002414.SZ,5.603665490726088e-07
002415.SZ,0.0008411994596635025
002416.SZ,0.0011208289880236145
002418.SZ,9.79248873993187e-05
002419.SZ,1.9339235242589904e-07
002420.SZ,3.0745981070463996e-08
002421.SZ,3.4246612784077216e-07
002422.SZ,7.893307945837951e-08
002425.SZ,0.0006079171747884485
002426.SZ,8.826810900199371e-08
002427.SZ,0.0006733886376978208
002428.SZ,2.480413388975766e-08
002429.SZ,3.6551841831186756e-07
002430.SZ,0.0008431899278317569
002431.SZ,0.0007794315319296243
002432.SZ,3.37008439736137e-07
002434.SZ,5.824705639238972e-07
002436.SZ,0.00045896940142589783
