stocks,weights
002437.SZ,2.9129711530734182e-05
002438.SZ,8.992129891312175e-07
002439.SZ,0.0009755889861594651
002440.SZ,0.00068803052092679
002441.SZ,0.0005517254000691882
002442.SZ,0.00024646411247537147
002443.SZ,3.8800262655733295e-06
002444.SZ,0.000132278909901118
002445.SZ,0.000624516088473827
002446.SZ,0.0003068254143598906
002448.SZ,3.853533426294092e-06
002449.SZ,0.00012758949534543
002451.SZ,8.58146615699115e-05
002452.SZ,4.5795822222594587e-05
002453.SZ,1.1927870839402042e-05
002454.SZ,7.357975492588852e-05
002455.SZ,3.9823241418699566e-07
002456.SZ,3.811057989171866e-07
002457.SZ,5.76290215602087e-07
002458.SZ,3.592297033583776e-06
002459.SZ,0.0001960346217394428
002460.SZ,1.3668649909881294e-06
002461.SZ,7.117792930196904e-05
002462.SZ,0.0006284338836217168
002463.SZ,2.96719363476617e-06
002465.SZ,2.779990665575869e-07
002466.SZ,1.3347651613277135e-06
002467.SZ,0.0004971917410960408
002468.SZ,7.614337980431184e-07
002469.SZ,4.0335452141077706e-07
002471.SZ,6.75296460036549e-05
002472.SZ,0.0005675398156216269
002474.SZ,0.00021562356616277169
002475.SZ,0.0008381028072861888
002476.SZ,0.0004682094397924119
002479.SZ,0.0002304814717029908
002480.SZ,3.5994374439944506e-05
002481.SZ,4.301977060709272e-06
002483.SZ,0.00023380562642557592
002484.SZ,3.544277922756187e-07
002486.SZ,0.0009219906671119233
002487.SZ,4.509916184858609e-05
002488.SZ,4.302358866260846e-06
002489.SZ,1.5549484388909832e-06
002491.SZ,0.0003018688033765991
002492.SZ,1.0416780918074887e-06
002493.SZ,2.3483393409451453e-07
002494.SZ,0.0004368312354959405
002495.SZ,1.3029136695015828e-06
002496.SZ,0.00044396483658705796
002497.SZ,0.00018045623597872957
002498.SZ,3.5917042069780665e-07
002501.SZ,4.278604135685951e-07
002506.SZ,2.5009913360098473e-07
002508.SZ,8.13737493743217e-05
002511.SZ,2.9383046962174313e-07
002512.SZ,0.0002347407031496989
002513.SZ,0.0005715834462918628
002514.SZ,0.0003440916206564121
002516.SZ,3.695571163166834e-06
002517.SZ,1.0359185810830666e-05
002518.SZ,0.00012330313258577985
002519.SZ,0.0004612244332300911
002520.SZ,1.1220653133958002e-05
002521.SZ,0.00035590223307762877
002522.SZ,2.4975862108610816e-07
002523.SZ,0.00015630516086920332
002524.SZ,0.00032945320249857174
002527.SZ,1.503693919854504e-06
002529.SZ,0.000308912234570625
002530.SZ,4.991357550031731e-08
002531.SZ,3.4623671863790926e-07
002532.SZ,1.7115148181072217e-07
002533.SZ,4.2734041331292375e-07
002534.SZ,1.0374376410976692e-07
002537.SZ,9.972430613035031e-05
002538.SZ,0.0003956299232066787
002539.SZ,1.6459770317942258e-07
002540.SZ,2.3374677552909605e-07
002541.SZ,0.0002822503947276207
002542.SZ,0.0001166263952252383
002543.SZ,0.0005309289289425307
002544.SZ,3.3307790056700114e-06
002545.SZ,9.757055264607588e-05
002547.SZ,0.0003419660495977896
002548.SZ,1.4073815722460075e-06
002549.SZ,1.1418918047703222e-07
002551.SZ,0.00011397202082659121
002552.SZ,1.4550999517034877e-07
002553.SZ,0.00016637073241556875
002554.SZ,0.00015179873304556321
002555.SZ,0.00028263969343140393
002556.SZ,4.358688387742475e-06
002557.SZ,0.00018155863797877643
002558.SZ,0.0003086800538245208
002559.SZ,0.00027829317330673733
002560.SZ,1.0762992697157797e-05
002561.SZ,2.6174967466336815e-07
002562.SZ,6.289376937038853e-08
002563.SZ,0.0017381743854042264
002565.SZ,2.0087719617001998e-07
002566.SZ,1.4123565893486466e-06
002567.SZ,0.00033156128006512893
002568.SZ,2.1852725832285646e-05
002570.SZ,4.4079826526217775e-07
002571.SZ,0.00026007663702353227
002572.SZ,0.0002559963106851652
002573.SZ,5.742090480842396e-07
002574.SZ,0.0004836128007272963
002575.SZ,0.0005103015442163112
002577.SZ,0.00042410593941707774
002578.SZ,2.441821369612791e-05
002579.SZ,5.937662908498498e-07
002580.SZ,2.3043013079143156e-07
002581.SZ,0.0006548519288820129
002582.SZ,0.00042991357580363196
002583.SZ,7.270632336091617e-06
002584.SZ,0.00022910643251851704
002585.SZ,0.0016827956727499351
002587.SZ,0.0001415305070008197
002589.SZ,1.430415754097172e-05
002590.SZ,9.836081323540821e-05
002591.SZ,7.021678627217876e-05
002593.SZ,2.6068316303222145e-08
002594.SZ,3.497240404027725e-08
002595.SZ,0.0005254276715142861
002596.SZ,0.0003558234818494826
002597.SZ,0.00025472984355290156
002598.SZ,2.4956177597982093e-05
002599.SZ,2.9105971104149765e-07
002600.SZ,5.156038033779929e-08
002601.SZ,1.611351045917037e-07
002602.SZ,0.0003106262861541924
002603.SZ,9.818139241192286e-05
002605.SZ,0.0006386245427038675
002606.SZ,1.2644242350740337e-06
002607.SZ,3.5558539263694885e-08
002608.SZ,0.00018011284574314125
002609.SZ,0.0002539212057884386
002611.SZ,0.00028231031543308896
002612.SZ,2.6342040765634104e-06
002614.SZ,5.420514588295064e-07
002615.SZ,0.00031332608858626474
002616.SZ,7.886591872406477e-05
002617.SZ,0.00010120582616452785
002620.SZ,0.0006344642903985011
002622.SZ,2.950468672043663e-07
002623.SZ,4.699363336329862e-05
002624.SZ,0.0003884462964982061
002625.SZ,1.9351809907671702e-05
002626.SZ,5.3090432905100086e-08
002627.SZ,4.5639194954775403e-07
002628.SZ,0.001230269903152629
002629.SZ,0.0010281351364523385
002630.SZ,1.4946518036323598e-07
002631.SZ,5.57727287970293e-06
002632.SZ,7.344908716576588e-08
002633.SZ,0.00038972374091921966
002634.SZ,0.00038234954358164154
002635.SZ,4.2350524761597403e-07
002636.SZ,0.0003246355323989671
002637.SZ,7.392684134034094e-07
002638.SZ,0.0007338152334145088
002639.SZ,0.0001038616080425734
002640.SZ,5.5250850061592055e-08
002641.SZ,5.950174604874624e-05
002642.SZ,0.0004995723869499294
002643.SZ,0.0003400616818325787
002644.SZ,1.4280536572158228e-06
002645.SZ,0.00045838763889481443
002646.SZ,0.0005126391211819634
002647.SZ,1.1616044681191794e-06
002648.SZ,0.0004512075388708567
002649.SZ,0.0002967883941737082
002651.SZ,5.5753499537911876e-05
002652.SZ,0.00015992659161846465
002653.SZ,1.5948317327215063e-05
002654.SZ,0.00030337619071492205
002655.SZ,0.00016323656012549374
002657.SZ,3.742594580893937e-08
002658.SZ,0.0004148289462858805
002659.SZ,5.32945136321777e-07
002660.SZ,0.00046414311388474
002661.SZ,4.184627604094204e-07
002663.SZ,2.2268901124913747e-05
002664.SZ,0.00018926497690163592
002666.SZ,6.763908443340517e-07
002667.SZ,0.0006352179264704732
002668.SZ,6.067982747156208e-06
002669.SZ,1.3240339605385595e-05
002670.SZ,4.880051955976603e-05
002671.SZ,0.0003708246579792533
002672.SZ,7.004439086037316e-07
002674.SZ,0.00011143179026609997
002675.SZ,0.0003818031444690969
002676.SZ,9.193257975207356e-05
002677.SZ,0.0010839067066041937
002678.SZ,8.955133335366976e-07
002679.SZ,0.0006320827675877986
002681.SZ,1.4621452818649137e-07
002682.SZ,1.3771614226664168e-07
002683.SZ,7.66523727134472e-07
002685.SZ,1.881567092804808e-07
002686.SZ,3.3703057945501506e-06
002687.SZ,2.3761278605095762e-07
002688.SZ,3.3270431594753892e-06
002689.SZ,0.0002633922719044684
002691.SZ,0.00042463374921084777
002692.SZ,0.0004207031744333556
002693.SZ,0.0002707958993208703
002694.SZ,0.00021530172836252886
002695.SZ,8.910414653401151e-05
002696.SZ,0.00023238248087677647
002697.SZ,1.0285352273069672e-07
002698.SZ,0.0016304153581329626
002701.SZ,5.432200807665266e-07
002702.SZ,1.4669767493295936e-06
002703.SZ,1.4070179139473282e-05
002705.SZ,0.000468560881046956
002706.SZ,3.464614731021811e-05
002707.SZ,2.475214933990184e-07
002708.SZ,8.62645614549817e-05
002709.SZ,0.0005247595650181757
002712.SZ,0.0005902377860089513
002713.SZ,2.876402650114556e-06
002714.SZ,0.0007126072673306939
002715.SZ,0.000670134383834481
002716.SZ,5.006142519774357e-07
002717.SZ,0.00047422265425765977
002719.SZ,5.971438995937163e-07
002722.SZ,0.0006533335543691671
002723.SZ,0.0006550338307160435
002724.SZ,0.0008056324015285974
002725.SZ,0.0003410558248895868
002726.SZ,2.235217006552208e-08
002727.SZ,0.0004510264075606487
002729.SZ,0.00045788000061243
002731.SZ,0.0002687319985167695
002732.SZ,2.0466924003332788e-07
002733.SZ,4.127205732729754e-07
002734.SZ,2.0561794196055835e-06
002735.SZ,0.0006881640115884138
002737.SZ,2.1244878725013695e-07
002738.SZ,2.807808802043233e-07
002739.SZ,0.0012608799160887278
002741.SZ,3.515057799184946e-08
002743.SZ,1.0436507435125428e-06
002745.SZ,0.00033617372270640887
002746.SZ,0.00044141500644572613
002747.SZ,0.00016343450482800002
002749.SZ,0.0008717866696548806
002750.SZ,0.0005228829071734437
002752.SZ,1.0206662813351633e-06
002753.SZ,0.0005402295492337895
002755.SZ,0.00024897152361202756
002756.SZ,0.0002434903995085048
002757.SZ,1.2448939229458348e-06
002758.SZ,2.7527335861176193e-07
002759.SZ,0.00037943710526171893
002760.SZ,0.0001202897624797124
002761.SZ,4.794491266146146e-06
002762.SZ,0.0001315872503666732
002763.SZ,7.361321817776453e-05
002765.SZ,0.00028262138253591136
002766.SZ,0.0007954037645164258
002767.SZ,8.260989019067966e-05
002768.SZ,0.00041801423984789813
002769.SZ,0.00017510653371125026
002771.SZ,0.00025474385241163323
002772.SZ,1.4765174394723899e-06
002773.SZ,1.973650594350381e-06
002775.SZ,0.00047190625313862943
002777.SZ,0.00035282245335951766
002778.SZ,0.0006548446522511643
002779.SZ,0.0007137407462830272
002780.SZ,0.00040843897074288875
002782.SZ,0.00014744280011780815
002783.SZ,4.0689489794824744e-07
002785.SZ,3.711070259482096e-07
002786.SZ,0.0003540264665986884
002787.SZ,0.00031859878429403246
002788.SZ,0.0003656409025535881
002789.SZ,1.5038080379588614e-07
002790.SZ,0.0002829146671309478
002791.SZ,0.00021579209853655386
002792.SZ,6.570677328286358e-07
002793.SZ,1.167695754325971e-08
002795.SZ,2.185094208498154e-06
002796.SZ,0.00018828388234382477
002798.SZ,0.0004797805022776326
002799.SZ,7.958901410798597e-05
002802.SZ,0.0009874955284047097
002803.SZ,0.0003214335373852443
002805.SZ,3.61152028698806e-06
002806.SZ,8.162376868765566e-08
002809.SZ,0.001084634922408483
002810.SZ,0.0001343172934204877
002811.SZ,0.0005483114640237352
002812.SZ,6.671686559328301e-07
002813.SZ,5.128645111829993e-05
002815.SZ,4.2203369996060593e-07
002817.SZ,0.00012387060970717957
002819.SZ,0.00020856205455578507
002820.SZ,6.306107879075699e-07
002821.SZ,0.0004614079795477586
002823.SZ,4.2360153117184257e-05
002824.SZ,0.000282280823261695
002825.SZ,1.318129057746743e-05
002827.SZ,0.0003658309830229487
002828.SZ,0.00034933186193345075
002829.SZ,0.0005734870341938994
002830.SZ,0.0003919360888689315
002831.SZ,2.1174125586244952e-07
002832.SZ,3.4204472327627715e-06
002833.SZ,0.0005800987770768235
002835.SZ,0.0002675790814406345
002836.SZ,0.00042551970641187915
002837.SZ,0.0002809574924927298
002838.SZ,0.0002372242027167102
002840.SZ,0.000998361804593085
002841.SZ,0.0005040034652134128
002842.SZ,0.0005816178128784977
002843.SZ,0.00043796557307665824
002845.SZ,0.000434989682563105
002846.SZ,8.98531586990077e-08
002847.SZ,0.00030898177005373687
002848.SZ,0.0007353333808320614
002849.SZ,0.0004703850529159011
002850.SZ,0.00013002662899238356
002851.SZ,6.474650546542821e-08
002852.SZ,8.09477209317025e-08
002853.SZ,0.00029004673216901733
002855.SZ,0.00010010623500324972
002856.SZ,0.0008132460352455571
002857.SZ,1.588217123743858e-07
002858.SZ,0.00023252013164165355
002859.SZ,0.0007032261176834056
002860.SZ,1.8889969613220558e-06
002861.SZ,1.949476477364418e-06
002862.SZ,0.00044463992801628685
002863.SZ,1.3409812343604513e-07
002864.SZ,5.506321172450373e-07
002865.SZ,0.0003770269518950808
002866.SZ,0.0003545243392584684
002867.SZ,0.0009969813450199398
002868.SZ,0.000551156549797265
002869.SZ,0.0005376765036572215
002870.SZ,0.00035453154605521726
002873.SZ,0.00030632411782713126
002875.SZ,7.272506810600299e-07
002876.SZ,0.00014143988709050984
002877.SZ,0.00042428221330593216
002878.SZ,0.00018848907133548663
002879.SZ,0.00018301012890321636
002880.SZ,2.8642698161248607e-06
002881.SZ,0.0002577719343911456
002882.SZ,0.0001765253413833242
002883.SZ,0.00019422516587414194
002885.SZ,0.0004275205745316765
002886.SZ,5.536177625346901e-07
002887.SZ,0.00035302310358869686
002888.SZ,0.00018562476764470947
002889.SZ,1.4284893795943686e-07
002890.SZ,-7.671423817441648e-09
002891.SZ,3.6416327759265315e-07
002892.SZ,7.468412454789875e-07
002893.SZ,1.2714720529176448e-05
002895.SZ,1.3258630248259904e-07
002896.SZ,0.0003614284829963118
002897.SZ,0.0002556512006764107
002898.SZ,0.00022296582341240975
002899.SZ,2.120840623442766e-07
002900.SZ,0.0002625941407418255
002901.SZ,5.836218936200663e-05
002902.SZ,0.0004696106351306364
002905.SZ,0.00019637886406843018
002906.SZ,0.000607553811116779
002907.SZ,0.00013112770437933574
002908.SZ,4.932661032741834e-05
002909.SZ,0.0012026711801103628
002910.SZ,8.065842460152514e-05
002911.SZ,1.572826752347621e-06
002912.SZ,0.00016398391964310877
002913.SZ,2.159743000133661e-06
002915.SZ,7.320593721588024e-05
002916.SZ,7.32198138475557e-08
002917.SZ,5.2415768451529316e-05
002918.SZ,0.0001945838204912395
002919.SZ,0.0002905798881889339
002920.SZ,0.0010782990583214367
002921.SZ,8.199572869220903e-07
002922.SZ,4.441977230492493e-06
002923.SZ,0.00039050318986476237
002925.SZ,3.0665796637056326e-07
002927.SZ,0.00033169535616681394
002928.SZ,0.00010257621327479002
002929.SZ,4.933357256887187e-06
002930.SZ,9.576448522524677e-07
002931.SZ,0.00033616793397166857
002932.SZ,2.9227816185926793e-05
002933.SZ,0.0003557132860481513
002935.SZ,0.0001253470350481645
002937.SZ,0.000554163552363787
002938.SZ,4.196259123685277e-07
002940.SZ,0.0010209400748507117
002941.SZ,1.1831477845388424e-06
002942.SZ,0.0023342503618936344
002943.SZ,2.6318139461932975e-06
002946.SZ,2.3844358870495807e-05
002947.SZ,3.302916313273588e-05
002949.SZ,0.0006437270448802282
002950.SZ,0.00029720202052372106
002952.SZ,0.00052462928467366
002953.SZ,0.0001607980700850913
002955.SZ,0.00020706753901124134
002956.SZ,0.0005328714987556988
002957.SZ,0.00034961411308610877
002959.SZ,3.773574461249686e-05
002960.SZ,0.0003345685914676123
002962.SZ,3.3559393575587636e-05
002963.SZ,1.0244226212073534e-07
002965.SZ,0.00011349556561321975
002967.SZ,0.0008992607619669938
002968.SZ,0.00046338155444255834
002969.SZ,0.00037666317698369225
002970.SZ,0.00010390544066525219
002971.SZ,0.00023092856024357024
002972.SZ,0.0003008497812909405
002973.SZ,4.783958431171889e-07
002975.SZ,0.00030000619288518483
002976.SZ,0.00012612573535935204
002978.SZ,1.05406927952932e-06
002979.SZ,0.00045067872186958617
002980.SZ,2.5451024001322106e-07
002981.SZ,0.0003945863504532565
002982.SZ,0.0006085332960354921
002983.SZ,5.062568720019135e-06
002984.SZ,0.0002612058390602049
002985.SZ,0.0007920576636308974
002986.SZ,0.00021392361941519967
002987.SZ,0.0004194329168917699
002988.SZ,5.750913495181178e-07
002989.SZ,1.7563144936349753e-07
002990.SZ,0.0007467664170247481
002991.SZ,0.00064849300550026
002992.SZ,0.00035106195958271944
002993.SZ,0.00010241130600971153
002995.SZ,0.0001699187833963225
002996.SZ,0.00024131998379600583
002997.SZ,1.713905871624559e-07
002998.SZ,0.0010539773104203136
002999.SZ,3.71246285740365e-07
003000.SZ,1.039100157409787e-06
003001.SZ,0.0007554091988270928
003002.SZ,5.48116870468248e-07
003003.SZ,2.5152442855673512e-06
003005.SZ,5.503518937650378e-07
003006.SZ,4.4629089563426854e-05
003007.SZ,0.0002858204824451568
003008.SZ,5.209280310271852e-07
003009.SZ,4.746881927007129e-07
003010.SZ,2.567125364945111e-07
003011.SZ,0.00039317166707694896
003012.SZ,0.0008039525867618889
003013.SZ,0.0005300299131361116
003015.SZ,0.0003535981760168699
003016.SZ,0.00029524104015501816
003017.SZ,7.109053343085058e-07
003018.SZ,0.0015231867933760276
003019.SZ,8.129601793144566e-07
003020.SZ,9.005611254775661e-06
003021.SZ,0.0008560019525984755
003022.SZ,0.00036088026382616865
003023.SZ,0.00018366802708403174
003025.SZ,0.000339631243567307
003026.SZ,4.2093077545524416e-08
003027.SZ,0.00011703076760207107
003028.SZ,0.00011863197130680671
003029.SZ,0.0003534922582410647
003030.SZ,0.00037982184565267177
003031.SZ,0.0017179900602696133
003032.SZ,3.574668235388166e-08
003033.SZ,7.46949762622388e-05
003035.SZ,2.655525654877086e-07
003036.SZ,0.0007742903767270862
003037.SZ,0.0004703738843748549
003038.SZ,0.0008260849641809067
003039.SZ,0.00042013327542564746
003040.SZ,0.000330278402797983
003041.SZ,3.413270662539618e-07
003042.SZ,5.748111355023513e-08
003043.SZ,0.0002905155026521161
003816.SZ,5.361588333039759e-07
300001.SZ,5.852682751966535e-05
300002.SZ,1.5341080592222426e-06
300003.SZ,0.001253881361030105
300004.SZ,1.6530068840686342e-07
300005.SZ,0.0006149666106708698
300006.SZ,0.00028526238480565733
300007.SZ,2.8557901353445764e-05
300008.SZ,1.527444209865158e-06
300009.SZ,2.01202737921199e-08
300011.SZ,2.4128474725605038e-05
300012.SZ,0.00037031613438831616
300014.SZ,2.3713217360815274e-07
300015.SZ,0.0002119666293245147
300016.SZ,0.0008452685743955487
300017.SZ,0.0009425171947283755
300018.SZ,0.00046720655837597795
300019.SZ,7.305224876610305e-05
300020.SZ,0.0008475081686222305
300021.SZ,0.00011367036760108592
300022.SZ,2.4654592475463615e-08
300024.SZ,0.0008004291591119007
300025.SZ,0.0004167119778041419
300026.SZ,0.00014679685542765575
300027.SZ,4.090405676982448e-05
300030.SZ,0.0007155563422625068
300031.SZ,4.986377223911415e-08
300032.SZ,0.0005354920713333337
300033.SZ,0.0002878369536415167
300034.SZ,6.404295666309951e-06
300035.SZ,2.66873282849505e-07
300036.SZ,0.0002259832497529604
300037.SZ,9.0001025588354e-08
300040.SZ,0.00013567539764458203
300041.SZ,2.142647965046017e-06
300042.SZ,0.0007354091866382262
300043.SZ,0.00024781314729619916
300044.SZ,1.678233466772142e-07
300045.SZ,0.00022976238245472888
300046.SZ,4.975376107584923e-08
300047.SZ,0.00017718355141076018
300048.SZ,0.00020924898568025648
300049.SZ,1.0625888613382507e-06
300050.SZ,0.0011441503860298047
300051.SZ,0.00026196255394728455
300052.SZ,0.0004098356193137501
300053.SZ,0.00014838114224854145
300054.SZ,0.000667932006726137
300055.SZ,0.0005397697697622372
300056.SZ,0.0004316121629436338
300057.SZ,0.0002118373643796362
300058.SZ,0.0005600706909002208
300059.SZ,0.002166945613553334
300061.SZ,1.2150557867556606e-07
300062.SZ,7.803809357443141e-07
300063.SZ,1.1712212607982099e-07
300065.SZ,0.0005168995551449546
300066.SZ,1.4193665024710858e-07
300067.SZ,0.00016051164250957016
300068.SZ,3.2376837759601016e-07
300069.SZ,0.0009102991515461449
300070.SZ,0.0005961443589295937
300071.SZ,4.858247558541017e-08
300072.SZ,0.0006978726774200415
300073.SZ,0.00019703379144976087
300074.SZ,0.0018746013694232407
300075.SZ,1.1402224951443513e-07
300076.SZ,0.0007954277422700586
300077.SZ,6.382292138260366e-05
300078.SZ,0.0005886253262369842
300080.SZ,0.000601835792277199
300081.SZ,0.0003364510794102118
300082.SZ,0.0002918200751700418
300083.SZ,0.00018368176292263405
300084.SZ,4.0439381624752846e-05
300085.SZ,1.0070181727868277e-07
300086.SZ,7.33248072018626e-07
300087.SZ,5.357589142850857e-06
300088.SZ,1.284416528034387e-06
300091.SZ,5.270799138562887e-05
300093.SZ,0.00011704116070057732
300094.SZ,0.00016699269677213188
300095.SZ,0.0001320711552768588
300097.SZ,6.699095233342959e-08
300098.SZ,0.00011322568905056822
300099.SZ,0.0005185780014962832
300100.SZ,0.00037983773528046624
300101.SZ,4.330234575154045e-07
300102.SZ,0.00015291440636154257
300103.SZ,0.00035898238123053796
300105.SZ,0.00032667200886695173
300106.SZ,0.0004279893551118236
300107.SZ,0.00042295672132857006
300109.SZ,3.3626628944302354e-06
300110.SZ,0.00021201074549398097
300111.SZ,8.626679434679668e-08
300112.SZ,7.406248576915524e-05
300113.SZ,2.146088203624946e-07
300114.SZ,2.79187102654556e-07
300115.SZ,4.901663070965628e-07
300118.SZ,6.404531781438676e-07
300119.SZ,0.0004053707885009976
300120.SZ,4.3470468093734e-08
300121.SZ,1.6786022357067578e-06
300122.SZ,0.0008171990065669721
300123.SZ,4.505557299053438e-07
300124.SZ,0.0002699638854555025
300126.SZ,6.402810551592728e-07
300128.SZ,1.2847645464146244e-07
300129.SZ,2.40584493716606e-05
300130.SZ,0.0003210020795399613
300131.SZ,8.059473106418394e-05
300132.SZ,0.000342125743801342
300133.SZ,0.0006201869710026218
300134.SZ,0.00012390802382267378
300135.SZ,0.0006922962709093053
300136.SZ,2.275763433194092e-06
300137.SZ,0.0010966747157497008
300138.SZ,3.8899270467175886e-07
300140.SZ,5.823967226188335e-05
300141.SZ,1.9224532607183946e-07
300142.SZ,1.3512252796737453e-07
300143.SZ,4.4074595347575825e-07
300144.SZ,0.0006281000791018582
300145.SZ,2.606224295187331e-06
300146.SZ,8.496169737350748e-07
300147.SZ,2.5630531085273903e-05
300148.SZ,0.0002704041752404694
300149.SZ,0.0005980568176336805
300150.SZ,2.6867981848680987e-06
300151.SZ,2.0691718683999173e-06
300152.SZ,0.00013770420701975932
300153.SZ,0.0005209979381583804
300154.SZ,2.2703006815387777e-07
300155.SZ,0.0008418742369564386
300157.SZ,0.00038555749576822977
300158.SZ,0.00010841226446319558
300160.SZ,1.2851019409582016e-06
300161.SZ,5.694314353110841e-05
300162.SZ,0.0005816849293671726
300164.SZ,0.0003876238206745901
300165.SZ,1.4227670581176754e-06
300166.SZ,7.439778738482401e-07
300168.SZ,7.920585186877138e-05
300169.SZ,1.9744635351585333e-07
300170.SZ,9.624108184033748e-07
300171.SZ,0.0002625288223408739
300172.SZ,7.450689126327617e-08
300173.SZ,1.2873043902404212e-05
300174.SZ,0.00018334901050618525
300175.SZ,0.00016635472848076235
300176.SZ,0.0005860629288061963
300177.SZ,0.0005960901739794071
300179.SZ,0.00030250875736073196
300180.SZ,4.416040590032834e-08
300181.SZ,0.0005631461363284033
300182.SZ,4.667022532278246e-07
300183.SZ,0.001874282519072012
300184.SZ,5.274913944259507e-05
300185.SZ,4.438280090533275e-08
300187.SZ,2.065062859989341e-06
300188.SZ,0.0001830539389752
300189.SZ,5.251706029151935e-08
300190.SZ,5.096312237277801e-07
300191.SZ,0.00042648934787962404
300192.SZ,9.153929650093507e-08
300193.SZ,1.0477299834609108e-06
300194.SZ,3.575790083913621e-07
300195.SZ,7.642425914860314e-05
300196.SZ,0.0007155809651664913
300197.SZ,0.0012561088105758004
300198.SZ,2.7769995880417696e-07
300199.SZ,8.59864790217908e-05
300200.SZ,0.0007753220498274351
300201.SZ,0.00040424989012486804
300203.SZ,6.302174167982721e-08
300206.SZ,0.0007957947045252751
300207.SZ,0.0005562385668599147
300211.SZ,0.0011656939084276796
300212.SZ,1.343633052674183e-07
300213.SZ,0.00012954437728326213
300214.SZ,0.00030250349513606103
300215.SZ,0.0008850338664430445
300217.SZ,9.27239460620254e-05
300219.SZ,0.0006475826067267307
300221.SZ,0.0006275067732555397
300222.SZ,1.3922415490879076e-07
300223.SZ,0.0006012164513566681
300224.SZ,2.8806200386067323e-06
300225.SZ,0.00022033361258642838
300226.SZ,0.00030234402909258876
300227.SZ,0.0003523154346537586
300228.SZ,1.4759039192527804e-07
300229.SZ,0.0009578692164123855
300230.SZ,0.0005152421720724427
300231.SZ,0.0006481539280815693
300232.SZ,0.00023882879557354412
300233.SZ,0.0003654469552448597
300234.SZ,6.956944320640949e-07
300236.SZ,6.573114797872784e-07
300237.SZ,2.4830015485439334e-07
300238.SZ,0.0003996131386871526
300239.SZ,0.00031461317800276643
300240.SZ,1.8838045233453144e-08
300241.SZ,0.00013443597778797843
300242.SZ,1.8084353954553662e-07
300243.SZ,0.0012270849160430897
300244.SZ,1.2277989970258516e-07
300245.SZ,1.0248268079423984e-07
300246.SZ,0.0003118170313401177
300247.SZ,1.708841742287558e-05
300248.SZ,0.0001453464884498656
300249.SZ,3.766423259730436e-05
300250.SZ,0.00012818644299799232
300251.SZ,0.0011731021620167731
300252.SZ,0.0005752276608035722
300253.SZ,8.763955197767061e-05
300254.SZ,0.000373648008929314
300255.SZ,0.0001554155173479636
300257.SZ,3.910962633279523e-05
300258.SZ,8.909104532781884e-05
300260.SZ,0.00027584929918599374
300261.SZ,0.00019946322622921278
300263.SZ,5.374966677107907e-05
300264.SZ,1.0242011206498259e-07
300265.SZ,0.00015175228047182855
300266.SZ,2.935838886092512e-08
300267.SZ,1.1690380534345277e-06
300269.SZ,0.00033829070897319454
300270.SZ,1.7756744798717435e-05
300271.SZ,8.562538891624818e-07
300272.SZ,0.0003357338864306109
300274.SZ,0.00016144540107937958
300275.SZ,0.00031893489958976584
300276.SZ,2.2605772243284476e-07
300277.SZ,7.839704921813825e-06
300278.SZ,0.00017404957978853146
300279.SZ,0.0005768068120537965
300280.SZ,1.0274223717071502e-06
300283.SZ,0.00029224377718172764
300284.SZ,0.0005171831926103806
300285.SZ,8.396696649738644e-05
300287.SZ,1.2486571080290198e-07
300288.SZ,0.00016224488627832303
300289.SZ,0.0010989036619144879
300290.SZ,0.00027324411367991245
300291.SZ,0.0005984738290737121
300292.SZ,0.00012763309149590833
300293.SZ,8.26532866011584e-06
300294.SZ,2.3288100054904216e-07
300295.SZ,0.00016678576922863947
300296.SZ,0.0005843502746457163
300298.SZ,1.9971571326046258e-07
300299.SZ,4.647065828132927e-05
300300.SZ,0.00036841806885770607
300302.SZ,0.0006651127383700637
300304.SZ,2.7442328066861223e-05
300305.SZ,0.0006044465917696284
300306.SZ,0.00014208848528332864
300307.SZ,2.930094462614801e-06
300308.SZ,9.079082205307453e-05
300310.SZ,0.0006598348413549569
300311.SZ,9.11806012474698e-08
300314.SZ,4.8087867596280695e-05
300315.SZ,1.4024755667229206e-05
300316.SZ,2.4803082848226512e-05
300317.SZ,1.700597975197999e-06
300318.SZ,0.0001747828392924226
300319.SZ,1.0483821179934913e-07
300320.SZ,0.00022542215857162084
300322.SZ,1.8172156012512438e-07
300323.SZ,0.00048177322306855257
300324.SZ,4.6865672514377494e-07
300326.SZ,0.0003064335482427689
300327.SZ,0.001256719816366405
300328.SZ,0.00019362092220963123
300331.SZ,0.000437565608342138
300332.SZ,2.1808434827055484e-07
300333.SZ,4.034925895183902e-08
300334.SZ,0.000279073020388884
300335.SZ,0.0004172250424774757
300337.SZ,7.454585501993237e-08
300339.SZ,0.0002600360091903905
300340.SZ,0.0004686866342639836
300341.SZ,0.0005237706012426245
300342.SZ,0.00047570843631826264
300343.SZ,0.00016853175246822404
300344.SZ,2.8405801721575903e-05
300345.SZ,1.6926137441562388e-07
300346.SZ,5.347659019031547e-05
300347.SZ,1.4403007437181758e-07
300348.SZ,3.067518738641927e-08
300349.SZ,0.001118831656426088
300350.SZ,6.176331995122341e-07
300351.SZ,3.2046783710237776e-05
300352.SZ,1.3739443960046545e-05
300353.SZ,0.0006866874366121202
300354.SZ,0.0003687689460074273
300355.SZ,0.00035199309028362816
300357.SZ,0.00035159559362517057
300358.SZ,8.004179266020133e-07
300359.SZ,2.9174306301208704e-07
